Timestamp,TagID,x(m),y(m),
2020-03-02T15:39:48.458702Z,2,57.2305,254.473,
2020-03-02T15:39:48.458717Z,42,195,290.25,
2020-03-02T15:39:48.490958Z,0,51.2367,53.7075,
2020-03-02T15:39:48.491026Z,1,251.83,51.3577,
2020-03-02T15:39:48.491040Z,2,57.2364,254.455,
2020-03-02T15:39:48.491055Z,42,195.75,290.5,
2020-03-02T15:39:48.557645Z,0,51.2487,53.6886,
2020-03-02T15:39:48.557679Z,1,251.811,51.3466,
2020-03-02T15:39:48.557688Z,2,57.2672,254.449,
2020-03-02T15:39:48.557695Z,42,196,290.25,
2020-03-02T15:39:48.589504Z,0,51.2495,53.6485,
2020-03-02T15:39:48.589544Z,1,251.831,51.3689,
2020-03-02T15:39:48.589559Z,2,57.2447,254.489,
2020-03-02T15:39:48.589571Z,42,196.364,290.288,
2020-03-02T15:39:48.623300Z,0,51.2537,53.6371,
2020-03-02T15:39:48.623381Z,1,251.812,51.3424,
2020-03-02T15:39:48.623401Z,2,57.2566,254.442,
2020-03-02T15:39:48.623412Z,42,196.332,290.296,
2020-03-02T15:39:48.658176Z,0,51.2696,53.6461,
2020-03-02T15:39:48.658241Z,1,251.83,51.3484,
2020-03-02T15:39:48.658252Z,2,57.2866,254.436,
2020-03-02T15:39:48.658259Z,42,196.948,290.41,
2020-03-02T15:39:48.723105Z,0,51.2754,53.6987,
2020-03-02T15:39:48.723174Z,1,251.825,51.3613,
2020-03-02T15:39:48.723185Z,2,57.2471,254.422,
2020-03-02T15:39:48.723194Z,42,198.272,290.537,
2020-03-02T15:39:48.755514Z,0,51.2594,53.6475,
2020-03-02T15:39:48.755575Z,1,251.822,51.3545,
2020-03-02T15:39:48.755589Z,2,57.2365,254.481,
2020-03-02T15:39:48.755599Z,42,198.876,290.576,
2020-03-02T15:39:48.789746Z,0,51.2072,53.6468,
2020-03-02T15:39:48.789787Z,1,251.834,51.3624,
2020-03-02T15:39:48.789798Z,2,57.2614,254.445,
2020-03-02T15:39:48.789807Z,42,199.295,290.876,
2020-03-02T15:39:48.856656Z,0,51.2573,53.6473,
2020-03-02T15:39:48.856743Z,1,251.806,51.3638,
2020-03-02T15:39:48.856757Z,2,57.2684,254.452,
2020-03-02T15:39:48.856767Z,42,200.49,291.313,
2020-03-02T15:39:48.891574Z,0,51.2862,53.6672,
2020-03-02T15:39:48.891636Z,1,251.832,51.3591,
